groupId,label,status,count,category,subcategory,confidence,homogeneity,reviewSampleSize,examples
legacy_aksessuary_organayzery|органайзер|aksessuary|organayzery,organayzery,GROUP_REVIEW,7,aksessuary,organayzery,0.82,1,7,"А-02396 Органайзер в багажник ""Travel"" 72х31х30 см | И-01375 Органайзер средний | И-01376 Органайзер большой | А-01585 Органайзер-защита спинки сидения | А-02239 Органайзер пространства на спинку сидения AVS | А-02395 Органайзер в багажник ""Travel"" 51х31х30 см | А-02461 Органайзер войлочный в багажник AVS"
legacy_aksessuary_prochie-aksessuary|воронк|aksessuary|prochie-aksessuary,prochie-aksessuary,GROUP_REVIEW,7,aksessuary,prochie-aksessuary,0.82,1,7,"А-02316 Воронка неразборная AVS OF-190 д.190 мм, длина 350 мм | А-00180 Воронка | А-01170 Воронка для дизелей | А-01869 Воронка металл №2 | А-01870 Воронка металл №1 | А-02398 Воронка ""непроливайка"" с гибким шлангом d=135 мм | А-02434 Воронка для масла AVS OF-05 прямоугольная 90х150 мм"
legacy_tormoznaya-sistema_tormoznye-shtucery|штуцер-торм|tormoznaya-sistema|tormoznye-shtucery,tormoznye-shtucery,GROUP_REVIEW,7,tormoznaya-sistema,tormoznye-shtucery,0.86,1,7,К-00058 Штуцер главного тормозного ВАЗ 01-07 | К-00316 Штуцер главного тормозного Нива | ТСГ-00063 Штуцер тормозных шлангов УАЗ | ТСГ-00066 Штуцер тормозных цилиндров ГАЗ | ТСГ-00132 Штуцер тормозных трубок ГАЗ | ТСГ-00159 Штуцер главного тормозного цилиндра ГАЗ- | ТСГ-00160 Штуцер главного тормозного цилиндра под
auto_chemistry|очиститель|aksessuary|avtohimiya,Автохимия,GROUP_REVIEW,6,aksessuary,avtohimiya,0.9,1,6,"А-02229 Очиститель рук спрей SG201 | ГСМ-00308 LAVR Servise Ln3516 Очиститель тормозных дисков аэрозоль | ГСМ-00312 Очиститель шин дисков и блеск колес (TS- | ГСМ-00428 LAVR Servise Ln3519 Очиститель дроссельной заслонки | ГСМ-00758 SP3440 Очиститель сажевого фильтра для дизеля, 355 мл | ГСМ-01697 Venwell-SL-006 Очиститель дроссельных заслонок-аэрозоль"
wheel_disc|диск-колес|aksessuary|shiny-i-diski,Колесные диски,GROUP_REVIEW,6,aksessuary,shiny-i-diski,0.86,1,6,"Д-00029 Диск колес Газ-53 | Д-00042 Диск колес Рено-Логан д.14 | Д-00023 Диски колесные Зил-4331 н. обр. | Д-00028 Диск колес Зил-130 с ободом | Д-00047 Диски колес УАЗ выносные (5/139,7) (15х8) | ХСГ-00696 Обод диска колес Газ-3307-53"
spring|пружина|podveska|pruzhiny,Пружины,GROUP_REVIEW,6,podveska,pruzhiny,0.9,1,6,"КГ-00211 Пружина тормозная ЗИЛ (за 1 шт) | КГ-00208 Пружина тормозная сред. ЗИЛ (за 1 шт) | КГ-00256 Пружина тормозная ЗИЛ (за 1 шт) | КГ-00324 Пружина колп., фильтра очист. масла КАМАЗ | КГ-00406 Пружина тормозных колодок Камаз н.обр. | ТСГ-00136 Пружина тормозных колодок Зил-Бычок"
suspension_arm|растяжка|podveska|rychagi,Рычаги,GROUP_REVIEW,6,podveska,rychagi,0.87,1,6,"ХС-00414 Растяжка стоек 2110 16 кл. | КР-00006 Растяжка лонжеронов 2101-07 | ХС-00097 Растяжка краба 2108 | ХС-00130 Растяжка перед. подвески Нива 2121,21213, | ХС-00188 Растяжка стоек 2110 | ХС-00527 Растяжка перед. подвески ВАЗ 2190, 2192 Калина-2 ниж."
wiper|дворник|aksessuary|prochie-aksessuary,Стеклоочистители,GROUP_REVIEW,6,aksessuary,prochie-aksessuary,0.9,1,6,А-00124 Спойлер дворников | А-00524 Спойлер дворников | А-00800 Спойлер дворников (хром.) | ЭО-00104 Реле дворников 2108 ( 524. 3747) | ЭО-00130 Реле дворников ВАЗ. ГАЗ (524. 3747-01) | ЭО-00251 Предохранитель дворников ВАЗ
fuel_system|форсунка|dvigatel-i-transmissiya|toplivnaya-sistema,Топливная система,GROUP_REVIEW,6,dvigatel-i-transmissiya,toplivnaya-sistema,0.87,1,6,"ИН-01044 Топливная рампа в сборе с форсунками 16 к | ДВ-00497 Форсунка топливная FL-2 № 449 н. обр. Урбан | ДВГ-01960 Форсунка охлаждения поршня КАМАЗ | ИН-01043 Форсунка бензиновая 16 кл. (к-т 4 шт) | К-00913 Форсунка омывателя стекла Peugeot, Renault, Sitroen | КЗ-01023 Форсунка омывателя УАЗ-Патриот зад. двери"
wheel_accessories|грибок|aksessuary|shiny-i-diski,Шины и диски,GROUP_REVIEW,6,aksessuary,shiny-i-diski,0.863,1,6,"РИ-00291 Грибок для ремонта шин д.15 | ДВ-00032 Грибок Нива | ДВ-00268 Грибок 2101-07 (Тольятти) | ДВ-00307 Грибок Нива-Тайга | РГ-00036 Грибок штанг КАМАЗ | РИ-00292 Грибок для ремонта шин д.10,12"
interior|пепельница|kuzov-i-optika|elementy-salona,Элементы салона,GROUP_REVIEW,6,kuzov-i-optika,elementy-salona,0.85,1,6,КР-00260 Пепельница 2105 | ОК-00212 Пепельница ОКА | А-00236 Пепельница ВАЗ | А-00551 Пепельница 2107 | А-00552 Пепельница 2105-06-09 | А-01229 Пепельница-стакан
legacy_dvigatel-i-transmissiya_detali-transmissii|трансмисс|dvigatel-i-transmissiya|detali-transmissii,detali-transmissii,GROUP_REVIEW,6,dvigatel-i-transmissiya,detali-transmissii,0.82,1,6,"ГСМ-00051 Маннол Гипоидная трансмиссия 1л, GL-5 | ГСМ-00052 Маннол Универсальная трансмиссия 1л, GL-4 | ГСМ-00073 GL-4 трансмиссия 4л, 80w85 | ГСМ-00074 GL-4 трансмиссия 1л, 85w90 | ГСМ-00570 Мобил (автоматич. трансмиссия), 1 л | ГСМ-00711 Луксойл GL-5 Супер 80W90, 1 л трансмиссия"
legacy_aksessuary_ramki-nomerov|рамк|aksessuary|ramki-nomerov,ramki-nomerov,GROUP_REVIEW,6,aksessuary,ramki-nomerov,0.82,1,6,ДВ-00564 Втулка резин. рамки гидрокомпенсаторов | ЖЛ-00252 Желобок багажника с рамкой прав./лев. 211 | ЖЛ-00342 Угол рамки РВО 2108 | ЖЛ-00423 Поперечина рамки рад. ниж.(катафорез) 11180 | КЗ-00133 Запор рамки ветрового окна УАЗ-469 в сбор | КР-00433 Форточка рамки двери Нива 2121
legacy_podveska_remkomplekty-gur|ремкомплект-рулевой-рейки|podveska|remkomplekty-gur,remkomplekty-gur,GROUP_REVIEW,6,podveska,remkomplekty-gur,0.89,1,6,ХС-00101 Ремкомплект рулевой рейки 2108 | ЗЧМ-00009 Ремкомплект рулевой рейки 2141 | КП-00140 Ремкомплект рулевой рейки 2108 | ХС-00102 Ремкомплект рулевой рейки 2108 | ХС-00103 Ремкомплект рулевой рейки | ХС-00252 Ремкомплект рулевой рейки 2108
legacy_podveska_stupicy|цапф|podveska|stupicy,stupicy,GROUP_REVIEW,6,podveska,stupicy,0.88,1,6,ЗЧМ-00192 Цапфа в сборе 2140 | И-02028 Развёртка D-32 мм L-260 мм прямая (втулка цапфы УАЗ) 12084 | ХСГ-00147 Цапфа Газель | ХСГ-00395 Цапфа поворотного кулака (Волга-3110) | ХСГ-00968 Шайба цапфа МАЗ | ХСГ-01096 Кольцо уплотнительное цапфы МАЗ (ступ.)
exhaust|нейтрализатор|dvigatel-i-transmissiya|vyhlopnaya-sistema,Выхлопная система,GROUP_REVIEW,5,dvigatel-i-transmissiya,vyhlopnaya-sistema,0.89,1,5,"Г-00451 Нейтрализатор УАЗ-Патриот, Хантер (дв. ЗМЗ | Г-00245 Труба-вставка, СТРОНГЕР, вместо нейтрализатора ВАЗ CBD.STAL127 | Г-00450 Нейтрализатор УАЗ-Хантер (дв.409) ЕВРО-3 | Г-00492 Вставка вместо нейтрализатора с вибро 2110 | КГ-01204 Хомут крепления нейтрализатора УАЗ-ПРОФИ, ПАТРИОТ"
generator|генератор|elektrika|generatory,Генераторы,GROUP_REVIEW,5,elektrika,generatory,0.88,1,5,"ЭО-01351 Реле-регулятор напряжения генератора BOSCH 272220706 Веста, X-RAY | ЭО-01352 Реле-регулятор напряжения генератора Валио 8450006900-10 Веста 1.6/1.8 | ЭОГ-00180 Реле генератора Г-3302 (дв. Камминс 2,8) | ЭОГ-01127 Реле-регулятор Тракторы индукторные генераторы 14В 811.3702 (7302.3702) | ЭОГ-01189 Реле-регулятор генератора (4552.3702) ELTRA"
engine_parts|коромысло|dvigatel-i-transmissiya|detali-dvigatelya,Детали двигателя,GROUP_REVIEW,5,dvigatel-i-transmissiya,detali-dvigatelya,0.885,1,5,ДВГ-01233 Коромысло клапана Г-3302 (дв.4216) с бол | ДВГ-01275 Коромысло клапана Бычок (1 шт) | ДВГ-01948 Коромысло КАМАЗ клапана СБ 7406.1007140 | ДВГ-01949 Коромысло ЯМЗ клапана в сборе с осью | ДВГ-02066 Коромысло ЯМЗ клапана в сборе с осью 236-1007144-В/7091-Б
legacy_aksessuary_nasosy|насос-ручной|aksessuary|nasosy,nasosy,GROUP_REVIEW,5,aksessuary,nasosy,0.86,1,5,А-01104 Насос ручной с манометром | А-00358 Насос ручной | ДВГ-00413 Насос ручной ЗИЛ-5301 топлив. подкачка | И-00635 ER-44497 Насос ручной для перекачки | И-01287 GROZ Насос ручной бочковой рычажный ЕВР/02 для масел (300 мл за ход)
legacy_dvigatel-i-transmissiya_vyhlopnaya-sistema|металорукав|dvigatel-i-transmissiya|vyhlopnaya-sistema,vyhlopnaya-sistema,GROUP_REVIEW,5,dvigatel-i-transmissiya,vyhlopnaya-sistema,0.82,1,5,Г-00305 Металорукав ЕВРО-КАМАЗ | Г-00141 Металорукав Камазёнок 4308 | Г-00357 Металорукав КАМАЗ ЕВРО сетка | Г-00380 Металорукав Супер МАЗ | Г-00381 Металорукав Супер МАЗ сетка
tools|головка|aksessuary|instrumenty,Инструменты,GROUP_REVIEW,4,aksessuary,instrumenty,0.88,1,4,"ДВ-00209 Головка в сборе 2101-07 | ДВ-00150 Головка 2108 в сборе | ДВГ-01947 Головка блока цилиндра Евро-1,2,3 | И-01695 Головка для тормозного суппорта 3/8 L-26мм"
oil_filter|фильтр-масл|filtry-i-masla|maslyanye-filtry,Масляные фильтры,GROUP_REVIEW,4,filtry-i-masla,maslyanye-filtry,0.86,1,4,"ИН-01245 фильтр масленый 5191626 | ДВГ-01277 Элемент фильтра маслян. КАМАЗ Евро ребро (Седан) | ИН-00739 ОЕ 640/1 Фильтрующий элемент масла | ИН-00895 ОЕ 640 Фильтрующий элемент масла Audi A8,"
body_decor|кенгурятник|kuzov-i-optika|obves-i-dekor,Обвес и декор,GROUP_REVIEW,4,kuzov-i-optika,obves-i-dekor,0.85,1,4,А-01330 Кенгурятник в сборе УАЗ-Патриот | А-01350 Кенгурятник Нива большой | А-01562 Кенгурятник Газель | А-01209 Кенгурятник
interior|бардачок|kuzov-i-optika|elementy-salona,Элементы салона,GROUP_REVIEW,4,kuzov-i-optika,elementy-salona,0.85,1,4,"А-00023 Бардачок 2105,06,07 | А-00477 Вещевой бардачок 2105, 2107 | А-00478 Вещевой бардачок 2108 | ОК-00170 Бардачок Ока"
legacy_kuzov-i-optika_kuzovnye-detali|порожк|kuzov-i-optika|kuzovnye-detali,kuzovnye-detali,GROUP_REVIEW,4,kuzov-i-optika,kuzovnye-detali,0.82,1,4,КЗ-00063 Порожки кузова Газель (2 шт) | А-00434 Прижимы порожков ВАЗ 2101-06 | А-00436 Прижимы порожков ВАЗ 2107 | КЗ-00706 Порожки УАЗ-Хантер (к-т 5 шт)
legacy_aksessuary_prochie-aksessuary|скребок|aksessuary|prochie-aksessuary,prochie-aksessuary,GROUP_REVIEW,4,aksessuary,prochie-aksessuary,0.82,1,4,А-00329 Скребок | А-00796 Скребок (импорт.) | А-00899 Скребок для сбора воды | А-01510 Скребок для льда
legacy_podveska_remkomplekty-gur|ремкомплект-гура|podveska|remkomplekty-gur,remkomplekty-gur,GROUP_REVIEW,4,podveska,remkomplekty-gur,0.86,1,4,РГ-00137 Ремкомплект насоса Гура КАМАЗ | РГ-00164 Ремкомплект насоса Гура ЗИЛ-130 | ХСГ-00477 Ремкомплект Гура 3110 | ХСГ-00478 Ремкомплект Гура Соболь
battery|аккумулятор|elektrika|akkumulyatory,Аккумуляторы,GROUP_REVIEW,3,elektrika,akkumulyatory,0.88,1,3,ЭО-00093 РМ690 Зарядное устройство для аккумулятор | ЭО-00077 Зарядное устройство для автомобильного аккумулятора AVS ВТ-6040 (20А) 12/24V | ЭО-00299 Зарядное устройство для автомоб. аккумулятора AVS ВТ-6025 (10А) 6/12V
sensor|рхх|elektrika|datchiki,Датчики,GROUP_REVIEW,3,elektrika,datchiki,0.87,1,3,"КГ-01194 Держатель РХХ Г-3302 Б+ (дв.4216), УАЗ (дв.4213) Е-3 | КГ-01210 Кольцо уплотнит. РХХ УАЗ (дв.4091) | ПСГ-00425 Кольцо уплотнит. РХХ УАЗ (дв.4091)"
body_locks_handles|личинка|kuzov-i-optika|zamki-i-ruchki,Замки и ручки,GROUP_REVIEW,3,kuzov-i-optika,zamki-i-ruchki,0.885,1,3,РДГ-00072 Личинка замка двери УАЗ-3160 (3 шт к-т) | РДГ-00229 Личинка замка двери УАЗ-3163 (1 личинка+2 ключа) | РДГ-00240 Личинка замка двери в сборе (ДААЗ)
cooling_hoses|патрубок-охлажд|dvigatel-i-transmissiya|patrubki-i-shlangi-ohlazhdeniya,Патрубки и шланги охлаждения,GROUP_REVIEW,3,dvigatel-i-transmissiya,patrubki-i-shlangi-ohlazhdeniya,0.86,1,3,ИН-01600 Патрубок системы охлаждения СН-D057 MATIZ | ДВГ-01177 Патрубок отводящий системы охлаждения КА | ИН-01609 KRP193 Патрубок системы охлаждения пластик.
misc_accessories|канистр|aksessuary|prochie-aksessuary,Прочие аксессуары,GROUP_REVIEW,3,aksessuary,prochie-aksessuary,0.82,1,3,А-02435 Крышка для канистры пластиковой AVS KPK-01 (универсальная) | А-02449 Носик для канистры пластиковой AVS NPK-01 (универсальный) | КР-00498 Крышка канистры
belt|ремни|dvigatel-i-transmissiya|remni,Ремни,GROUP_REVIEW,3,dvigatel-i-transmissiya,remni,0.9,1,3,А-00958 Ремни безоп-ти Газель (комплект) | РМ-00042 Ремни ВАЗ (Германия) | РМ-00044 Ремни Гура УАЗ № 1150
hub_bearing|ступица|podveska|stupicy,Ступицы и ступичные подшипники,GROUP_REVIEW,3,podveska,stupicy,0.92,1,3,Р-00051 Ступица перед. Волга 31029 с барабаном | ХС-00179 Ступица в сборе 2101-07 с тормозным диско | ХСГ-01005 Ступица ГАЗ 2217 перед. под АБС в сб. с подшипниками
fuel_system|шланг-топлив|dvigatel-i-transmissiya|toplivnaya-sistema,Топливная система,GROUP_REVIEW,3,dvigatel-i-transmissiya,toplivnaya-sistema,0.86,1,3,ДВ-00483 Шланги топливные Приора (за 1 шт) | ДВ-00636 Шланги топливные Шеви-Нива (длинные) | ДВГ-01533 Шланги топливные Бычок длина 455мм
fuel_system|топливная|dvigatel-i-transmissiya|toplivnaya-sistema,Топливная система,GROUP_REVIEW,3,dvigatel-i-transmissiya,toplivnaya-sistema,0.878,1,3,ДВГ-02263 Трубка 740.70-1104422-11 топливная от ТННД к ФТОТ для Comon Reill 400 л/с | КГ-00497 Гайка топливная упорная М18 под трубку М12 | КГ-00498 Гайка топливная упорная М24 под трубку М1
legacy_aksessuary_bezopasnost|ремень-безопас|aksessuary|bezopasnost,bezopasnost,GROUP_REVIEW,3,aksessuary,bezopasnost,0.86,1,3,А-00930 Ремень безопасности задний (1 шт) | А-01530 Подушка детская на ремень безопасности | КЗ-00583 Ремень безопасности УАЗ-Патриот перед. ле
legacy_dvigatel-i-transmissiya_detali-dvigatelya|шпилька-головки|dvigatel-i-transmissiya|detali-dvigatelya,detali-dvigatelya,GROUP_REVIEW,3,dvigatel-i-transmissiya,detali-dvigatelya,0.86,1,3,КГ-00688 Шпилька крепления головки блока 1003016.2 | КГ-00689 Шпилька крепления головки блока 1003016.7 | КГ-00083 Шпилька головки блока Волга (длинная)
legacy_dvigatel-i-transmissiya_detali-dvigatelya|болт-головки|dvigatel-i-transmissiya|detali-dvigatelya,detali-dvigatelya,GROUP_REVIEW,3,dvigatel-i-transmissiya,detali-dvigatelya,0.86,1,3,К-00111 Болт головки 2108 | К-00112 Болт головки 01-07 нового образца | КГ-00895 Болт крепления перед. крышки головки блок
legacy_kuzov-i-optika_fary|фароискатель|kuzov-i-optika|fary,fary,GROUP_REVIEW,3,kuzov-i-optika,fary,0.82,1,3,О-00120 Фароискатель УАЗ-452 | О-00502 Фароискатель УАЗ-469 с кроншт. в сборе | О-00487 Фароискатель УАЗ н. обр.
legacy_aksessuary_nasosy|насос-нож|aksessuary|nasosy,nasosy,GROUP_REVIEW,3,aksessuary,nasosy,0.86,1,3,А-00388 Насос ножной с манометром КАЧОК Н-50 | А-00968 Насос малый ножной | А-00235 Насос ножной (2 цилиндра)
legacy_aksessuary_prochie-aksessuary|каталог|aksessuary|prochie-aksessuary,prochie-aksessuary,GROUP_REVIEW,3,aksessuary,prochie-aksessuary,0.82,1,3,"А-00706 Каталог деталей ИЖ 2126 | А-00953 Каталог УАЗ- Хантер,Валдай | А-00420 Каталог"
exhaust|труба-приемная|dvigatel-i-transmissiya|vyhlopnaya-sistema,Выхлопная система,GROUP_REVIEW,2,dvigatel-i-transmissiya,vyhlopnaya-sistema,0.915,1,2,"Г-00650 Труба приёмная ВАЗ 2123 под датчик, крепление на 3 болта CBD110.034 | Г-00258 Труба приёмная Г-3302 (дв.405) взамен катал. Е-3 под 2 датчика"
engine_parts|гильза|dvigatel-i-transmissiya|detali-dvigatelya,Детали двигателя,GROUP_REVIEW,2,dvigatel-i-transmissiya,detali-dvigatelya,0.873,1,2,ДВГ-00574 Гильза блока цилиндров Таврия (к-т 4 шт) | ДВГ-01719 Гильза поршневая 402 дв.
engine_parts|поршневой|dvigatel-i-transmissiya|detali-dvigatelya,Детали двигателя,GROUP_REVIEW,2,dvigatel-i-transmissiya,detali-dvigatelya,0.885,1,2,ДВГ-01675 Поршневой палец 40525.1004020-12 (к-т 4 шт) | ДВГ-01689 Палец поршневой КАМАЗ
kpp_parts|коробка|dvigatel-i-transmissiya|kpp,КПП,GROUP_REVIEW,2,dvigatel-i-transmissiya,kpp,0.85,1,2,ЗЧМ-00308 Коробка Москвич 2140 | ЭО-00391 Реле 5102.3702.060 коробка ВАЗ 2110-12 инжектор
cooling_hoses|патрубок-отопител|dvigatel-i-transmissiya|patrubki-i-shlangi-ohlazhdeniya,Патрубки и шланги охлаждения,GROUP_REVIEW,2,dvigatel-i-transmissiya,patrubki-i-shlangi-ohlazhdeniya,0.86,1,2,ИН-00098 Патрубок отопителя Рено | ИН-00100 Патрубок отопителя салона Рено
cooling_hoses|шланг-охлажд|dvigatel-i-transmissiya|patrubki-i-shlangi-ohlazhdeniya,Патрубки и шланги охлаждения,GROUP_REVIEW,2,dvigatel-i-transmissiya,patrubki-i-shlangi-ohlazhdeniya,0.86,1,2,РИ-00431 X-Ray Шланг заправ. охлаждения | РИ-00437 ЛАРГУС Шланг заправ. охлажд.
electrical_misc|корректор|elektrika|prochaya-elektrika,Прочая электрика,GROUP_REVIEW,2,elektrika,prochaya-elektrika,0.883,1,2,А-00041 Импульс 710 октан корректор | ЭО-00208 Корректор зажигания 2101-07
legacy_dvigatel-i-transmissiya_detali-transmissii|кольцо-синхронизатор|dvigatel-i-transmissiya|detali-transmissii,detali-transmissii,GROUP_REVIEW,2,dvigatel-i-transmissiya,detali-transmissii,0.86,1,2,ЗКГ-00363 Кольцо синхронизатора Валдай 3308 | КП-00082 Кольцо синхронизатора ВАЗ 2101-07
legacy_elektrika_prochaya-elektrika|парктроник|elektrika|prochaya-elektrika,prochaya-elektrika,GROUP_REVIEW,2,elektrika,prochaya-elektrika,0.82,1,2,А-01651 Парктроник XPX 255 | ЭОГ-01014 Блок управления СБП парктроника УАЗ-Патр
legacy_aksessuary_prochie-aksessuary|шторка|aksessuary|prochie-aksessuary,prochie-aksessuary,GROUP_REVIEW,2,aksessuary,prochie-aksessuary,0.82,1,2,А-00262 Шторка длинная | А-02231 Шторка боковая 1 шт
legacy_aksessuary_prochie-aksessuary|автотепло|aksessuary|prochie-aksessuary,prochie-aksessuary,GROUP_REVIEW,2,aksessuary,prochie-aksessuary,0.82,1,2,А-01629 Автотепло №101 Газель NEXT 180*80 см | А-01814 Автотепло № 1 (160*83 см)
legacy_podveska_remkomplekty-gur|ремкомплект-гур|podveska|remkomplekty-gur,remkomplekty-gur,GROUP_REVIEW,2,podveska,remkomplekty-gur,0.86,1,2,РГ-00433 Ремкомплект ГУР КАМАЗ (редукт. углов) | РГ-00434 Ремкомплект ГУР КАМАЗ (РТИ)
legacy_elektrika_signalizatsii|автосигнал|elektrika|signalizatsii,signalizatsii,GROUP_REVIEW,2,elektrika,signalizatsii,0.82,1,2,"А-02020 Автосигнализация ""CEN MAY"" с обр. связью | А-01763 Автосигнализация ""Шериф"" 1070 с автозапуск"
legacy_filtry-i-masla_smazki|смазк|filtry-i-masla|smazki,smazki,GROUP_REVIEW,2,filtry-i-masla,smazki,0.82,1,2,"ГСМ-01679 Пластичные смазки ЛукойлТЕРМОФЛЕКС ЕР 2-180, 0.4 л | ГСМ-01680 Пластичные смазки Лукойл ПОЛИФЛЕКС ЕР 2-160 0,4 л Литол"
battery|акб|elektrika|akkumulyatory,Аккумуляторы,GROUP_REVIEW,1,elektrika,akkumulyatory,0.88,1,1,ЭО-01414 Клемма АКБ цинк. с выключателем массы ARNEZI
antifreeze|тосол|filtry-i-masla|zhidkosti,Антифризы и тосол,GROUP_REVIEW,1,filtry-i-masla,zhidkosti,0.93,1,1,ДВ-00743 21129-1303055-00 Трубка тосол. отводящая помпы 129
kpp_parts|коробки-передач|dvigatel-i-transmissiya|kpp,КПП,GROUP_REVIEW,1,dvigatel-i-transmissiya,kpp,0.875,1,1,"А-02328 ""Мультилок"" Запор коробки передач"
body_exterior|арка|kuzov-i-optika|kuzovnye-detali,Кузовные детали,GROUP_REVIEW,1,kuzov-i-optika,kuzovnye-detali,0.85,1,1,А-01793 Арка колёс Волга 4 шт
wiring|клемма|elektrika|provodka,Проводка,GROUP_REVIEW,1,elektrika,provodka,0.87,1,1,ЗЧМ-00265 Клемма плюс Москвич 2141
gasket|паронит|dvigatel-i-transmissiya|prokladki,Прокладки,GROUP_REVIEW,1,dvigatel-i-transmissiya,prokladki,0.9,1,1,РГ-00454 Рем. к-т системы охлаждения КАМАЗ-ЕВРО-2 (паронит+РТИ)
misc_accessories|тонировка|aksessuary|prochie-aksessuary,Прочие аксессуары,GROUP_REVIEW,1,aksessuary,prochie-aksessuary,0.85,1,1,А-02043 Съёмная тонировка 1 м2
spring|пружины|podveska|pruzhiny,Пружины,GROUP_REVIEW,1,podveska,pruzhiny,0.9,1,1,ТСГ-00135 Пружины тормозных колодок Зил-130 (2 шт)
spark_plug|свеча|elektrika|svechi-zazhiganiya,Свечи зажигания,GROUP_REVIEW,1,elektrika,svechi-zazhiganiya,0.93,1,1,"ИН-01576 Свеча NGK №10 (Хёндай, Киа) 6В-10Е"
spark_plug|свечи|elektrika|svechi-zazhiganiya,Свечи зажигания,GROUP_REVIEW,1,elektrika,svechi-zazhiganiya,0.93,1,1,ЭОГ-00818 Фильтр свечи накала КАМАЗ
wiper|стеклоочиститель|aksessuary|prochie-aksessuary,Стеклоочистители,GROUP_REVIEW,1,aksessuary,prochie-aksessuary,0.9,1,1,ИН-01106 АР40/В01 Стеклоочиститель зад. (400 мм)
hub_bearing|ступичный|podveska|stupicy,Ступицы и ступичные подшипники,GROUP_REVIEW,1,podveska,stupicy,0.92,1,1,ИН-01271 РВК7575 Подшипник ступичный KIA
tire|резина|aksessuary|shiny-i-diski,Шины,GROUP_REVIEW,1,aksessuary,shiny-i-diski,0.93,1,1,КГ-00248 Втулка крепления потолка ГАЗ (резина)
tire|шина|aksessuary|shiny-i-diski,Шины,GROUP_REVIEW,1,aksessuary,shiny-i-diski,0.93,1,1,"ПСГ-00538 Сальник подвода воздуха к шинам Г-3308,6"
legacy_aksessuary_bezopasnost|жилет|aksessuary|bezopasnost,bezopasnost,GROUP_REVIEW,1,aksessuary,bezopasnost,0.82,1,1,А-00997 Жилет дорожный светоотражающий
legacy_dvigatel-i-transmissiya_detali-transmissii|кард.вала|dvigatel-i-transmissiya|detali-transmissii,detali-transmissii,GROUP_REVIEW,1,dvigatel-i-transmissiya,detali-transmissii,0.82,1,1,КГ-00640 Болт М10х35х1.25 кард.вала ЕВРО (кругл. ф
legacy_aksessuary_nasosy|насос-электр|aksessuary|nasosy,nasosy,GROUP_REVIEW,1,aksessuary,nasosy,0.86,1,1,А-01151 Насос электрический для перекачки жидкостей Berkut Smart Power SP2000EP
legacy_podveska_prochaya-podveska|втулка-стаб|podveska|prochaya-podveska,prochaya-podveska,GROUP_REVIEW,1,podveska,prochaya-podveska,0.86,1,1,ХСГ-01246 Втулка КАМАЗ-ЕВРО стабилиз. малая
legacy_aksessuary_prochie-aksessuary|блокнот|aksessuary|prochie-aksessuary,prochie-aksessuary,GROUP_REVIEW,1,aksessuary,prochie-aksessuary,0.82,1,1,А-00022 Блокнот
